sample	target	ratio	CN	corrected.CN
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	3	0.969230769230769	1.93846153846154	1.93839827317526
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	4	1.05769230769231	2.11538461538462	2.00849323334471
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	5	1.05019305019305	2.1003861003861	2.07532791784249
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	6	1.04651162790698	2.09302325581395	1.98380539755018
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	7	0.969230769230769	1.93846153846154	1.9091841556564
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	8	1.00769230769231	2.01538461538462	2.02706214024954
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	9	1.03474903474903	2.06949806949807	2.0066292201187
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	10	0.984615384615385	1.96923076923077	1.96919666319891
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	11	1.046875	2.09375	2.03014124427675
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	12	0.984615384615385	1.96923076923077	2.00174874251961
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	13	1.03474903474903	2.06949806949807	2.04051377871112
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	14	1.06589147286822	2.13178294573643	2.00683294367065
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	15	0.984615384615385	1.96923076923077	2.00120188493941
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	16	0.957692307692308	1.91538461538462	1.99107794237083
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	17	1.003861003861	2.00772200772201	2.00807646988692
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	18	1.01930501930502	2.03861003861004	2.03848293409858
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	19	1.003861003861	2.00772200772201	1.98393415168548
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	20	0.961538461538462	1.92307692307692	1.98197405027049
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	21	0.969230769230769	1.93846153846154	1.96990442289295
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	22	0.961538461538462	1.92307692307692	2.01952063309422
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	23	0.746153846153846	1.49230769230769	1.04228629306202
s_C_A9LCEX_M001_d__s_C_A9LCEX_N001_d.snp_pileup.gz	24	0.8	1.6	1.04031281148372
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	1	1.03076923076923	2.06153846153846	2.02945644976276
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	2	1	2	1.9999509436363
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	3	0.992307692307692	1.98461538461538	1.9845521193291
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	4	1.08461538461538	2.16923076923077	2.06233938719086
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	5	1.07692307692308	2.15384615384615	2.12878797130254
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	6	1.06153846153846	2.12307692307692	2.01385906481315
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	7	1.03076923076923	2.06153846153846	2.03226107873332
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	8	1.00769230769231	2.01538461538462	2.02706214024954
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	9	1.04615384615385	2.09230769230769	2.02943884292832
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	10	1	2	1.99996589396814
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	11	1.01538461538462	2.03076923076923	1.96716047504598
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	12	0.984615384615385	1.96923076923077	2.00174874251961
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	13	1.04615384615385	2.09230769230769	2.06332340152074
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	14	1.07307692307692	2.14615384615385	2.02120384408807
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	15	0.984615384615385	1.96923076923077	2.00120188493941
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	16	0.973076923076923	1.94615384615385	2.02184717314006
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	17	1	2	2.00035446216491
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	18	1.00769230769231	2.01538461538462	2.01525751087316
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	19	1.01538461538462	2.03076923076923	2.00698137473271
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	20	0.946153846153846	1.89230769230769	1.95120481950126
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	21	0.961538461538462	1.92307692307692	1.95451980750834
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	22	0.953846153846154	1.90769230769231	2.00413601770961
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	23	0.753846153846154	1.50769230769231	1.05767090844664
s_C_E4UHYD_M001_d__s_C_E4UHYD_N001_d.snp_pileup.gz	24	0.8	1.6	1.04031281148372
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	1	1.02611940298507	2.05223880597015	2.02015679419445
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	2	0.998134328358209	1.99626865671642	1.99621960035272
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	3	1.04477611940298	2.08955223880597	2.08948897351969
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	4	1.11194029850746	2.22388059701493	2.11698921497502
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	5	1.09328358208955	2.1865671641791	2.16150898163549
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	6	1.14232209737828	2.28464419475655	2.17542633649278
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	7	0.949626865671642	1.89925373134328	1.86997634853815
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	8	1.02238805970149	2.04477611940298	2.05645364426791
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	9	1	2	1.93713115062063
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	10	0.958955223880597	1.91791044776119	1.91787634172933
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	11	1.11985018726592	2.23970037453184	2.17609161880859
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	12	1.05794392523364	2.11588785046729	2.14840582375613
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	13	1.09701492537313	2.19402985074627	2.16504555995932
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	14	1.07663551401869	2.15327102803738	2.0283210259716
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	15	0.917910447761194	1.83582089552239	1.86779201123103
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	16	0.921641791044776	1.84328358208955	1.91897690907577
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	17	1.00373134328358	2.00746268656716	2.00781714873208
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	18	1.12686567164179	2.25373134328358	2.25360423877212
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	19	0.973929236499069	1.94785847299814	1.92407061696161
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	20	0.925373134328358	1.85074626865672	1.90964339585029
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	21	1.0410447761194	2.08208955223881	2.11353243667022
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	22	0.91044776119403	1.82089552238806	1.91733923240536
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	23	0.763500931098696	1.52700186219739	1.07698046295173
s_C_NJ1J69_M001_d__s_C_NJ1J69_N001_d.snp_pileup.gz	24	0.638059701492537	1.27611940298507	0.716432214468796
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	1	1.01724137931034	2.03448275862069	2.00240074684499
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	2	1	2	1.9999509436363
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	3	0.987234042553191	1.97446808510638	1.9744048198201
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	4	1.01724137931034	2.03448275862069	1.92759137658078
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	5	1.01724137931034	2.03448275862069	2.00942457607708
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	6	1.04310344827586	2.08620689655172	1.97698903828795
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	7	1.01724137931034	2.03448275862069	2.00520537581555
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	8	1.00429184549356	2.00858369098712	2.02026121585205
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	9	1.05172413793103	2.10344827586207	2.0405794264827
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	10	0.974358974358974	1.94871794871795	1.94868384268609
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	11	1.01724137931034	2.03448275862069	1.97087400289744
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	12	0.991452991452991	1.98290598290598	2.01542395619482
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	13	1.01724137931034	2.03448275862069	2.00549846783374
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	14	1.05172413793103	2.10344827586207	1.97849827379629
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	15	1.01724137931034	2.03448275862069	2.06645387432933
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	16	0.94017094017094	1.88034188034188	1.9560352073281
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	17	0.991452991452991	1.98290598290598	1.9832604450709
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	18	0.974358974358974	1.94871794871795	1.94859084420649
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	19	1.03448275862069	2.06896551724138	2.04517766120485
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	20	0.948717948717949	1.8974358974359	1.95633302462947
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	21	0.974358974358974	1.94871794871795	1.98016083314936
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	22	0.957264957264957	1.91452991452991	2.01097362454721
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	23	0.777777777777778	1.55555555555556	1.10553415630989
s_C_U8WAU8_P001_d__s_C_U8WAU8_N001_d.snp_pileup.gz	24	0.837606837606838	1.67521367521368	1.1155264866974
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	1	1.03076923076923	2.06153846153846	2.02945644976276
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	2	1	2	1.9999509436363
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	3	0.996153846153846	1.99230769230769	1.99224442702141
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	4	1.07692307692308	2.15384615384615	2.04695477180624
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	5	1.06923076923077	2.13846153846154	2.11340335591793
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	6	1.05384615384615	2.10769230769231	1.99847444942854
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	7	1.03846153846154	2.07692307692308	2.04764569411794
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	8	1.01538461538462	2.03076923076923	2.04244675563416
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	9	1.03076923076923	2.06153846153846	1.99866961215909
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	10	0.984615384615385	1.96923076923077	1.96919666319891
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	11	1.03076923076923	2.06153846153846	1.99792970581521
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	12	0.984615384615385	1.96923076923077	2.00174874251961
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	13	1.04615384615385	2.09230769230769	2.06332340152074
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	14	1.07692307692308	2.15384615384615	2.02889615178037
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	15	1	2	2.03197111570864
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	16	0.973076923076923	1.94615384615385	2.02184717314006
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	17	1	2	2.00035446216491
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	18	1.04615384615385	2.09230769230769	2.09218058779624
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	19	0.969230769230769	1.93846153846154	1.91467368242501
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	20	0.969230769230769	1.93846153846154	1.99735866565511
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	21	0.969230769230769	1.93846153846154	1.96990442289295
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	22	0.938461538461538	1.87692307692308	1.97336678694037
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	23	0.715384615384615	1.43076923076923	0.980747831523563
s_C_F6H84U_P002_d__s_C_F6H84U_N001_d.snp_pileup.gz	24	0.8	1.6	1.04031281148372
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	1	0.991803278688525	1.98360655737705	1.95152454560135
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	2	1	2	1.9999509436363
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	3	1.01639344262295	2.0327868852459	2.03272361995962
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	4	1.08196721311475	2.16393442622951	2.0570430441896
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	5	1.0655737704918	2.13114754098361	2.10608935844
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	6	1.05737704918033	2.11475409836066	2.00553624009688
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	7	1.01229508196721	2.02459016393443	1.99531278112929
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	8	1.00819672131148	2.01639344262295	2.02807096748788
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	9	1.04918032786885	2.09836065573771	2.03549180635833
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	10	0.983606557377049	1.9672131147541	1.96717900872224
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	11	1.01639344262295	2.0327868852459	1.96917812952265
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	12	1.01639344262295	2.0327868852459	2.06530485853474
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	13	1.0655737704918	2.13114754098361	2.10216325019666
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	14	1.0327868852459	2.0655737704918	1.94062376842602
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	15	0.983606557377049	1.9672131147541	1.99918423046274
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	16	0.959016393442623	1.91803278688525	1.99372611387146
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	17	0.987704918032787	1.97540983606557	1.97576429823049
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	18	1	2	1.99987289548854
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	19	1	2	1.97621214396347
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	20	0.934426229508197	1.86885245901639	1.92774958620996
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	21	0.983606557377049	1.9672131147541	1.99865599918551
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	22	0.950819672131147	1.90163934426229	1.99808305427959
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	23	0.80327868852459	1.60655737704918	1.15653597780351
s_C_PER9CE_M001_d__s_C_PER9CE_N001_d.snp_pileup.gz	24	0.844262295081967	1.68852459016393	1.12883740164766
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	1	1.01818181818182	2.03636363636364	2.00428162458793
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	2	1	2	1.9999509436363
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	3	1.00900900900901	2.01801801801802	2.01795475273174
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	4	1.02702702702703	2.05405405405405	1.94716267201414
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	5	0.986547085201794	1.97309417040359	1.94803598785998
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	6	1.06306306306306	2.12612612612613	2.01690826786235
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	7	1.04504504504505	2.09009009009009	2.06081270728495
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	8	0.968609865470852	1.9372197309417	1.94889725580663
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	9	1.03603603603604	2.07207207207207	2.0092032226927
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	10	0.986547085201794	1.97309417040359	1.97306006437173
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	11	1.01801801801802	2.03603603603604	1.97242728031279
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	12	1	2	2.03251797328884
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	13	0.986547085201794	1.97309417040359	1.94410987961664
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	14	1.04504504504505	2.09009009009009	1.96514008802431
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	15	1	2	2.03197111570864
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	16	0.982142857142857	1.96428571428571	2.03997904127193
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	17	0.982142857142857	1.96428571428571	1.96464017645063
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	18	0.968609865470852	1.9372197309417	1.93709262643025
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	19	1.06363636363636	2.12727272727273	2.1034848712362
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	20	0.982142857142857	1.96428571428571	2.02318284147928
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	21	0.986547085201794	1.97309417040359	2.004537054835
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	22	0.95067264573991	1.90134529147982	1.99778900149712
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	23	0.753363228699552	1.5067264573991	1.05670505815344
s_C_R6MCD7_M001_d__s_C_R6MCD7_N001_d.snp_pileup.gz	24	0.807174887892377	1.61434977578475	1.05466258726847
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	1	1.01492537313433	2.02985074626866	1.99776873449295
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	2	0.985294117647059	1.97058823529412	1.97053917893042
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	3	0.974169741697417	1.94833948339483	1.94827621810855
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	4	1.08148148148148	2.16296296296296	2.05607158092305
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	5	1.02611940298507	2.05223880597015	2.02718062342654
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	6	1.07462686567164	2.14925373134328	2.04003587307951
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	7	1.02962962962963	2.05925925925926	2.02998187645412
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	8	1.05597014925373	2.11194029850746	2.12361782337239
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	9	1.05576208178439	2.11152416356877	2.0486553141894
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	10	0.970588235294118	1.94117647058824	1.94114236455637
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	11	1.04089219330855	2.0817843866171	2.01817563089385
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	12	1.02602230483271	2.05204460966543	2.08456258295427
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	13	1.07063197026022	2.14126394052045	2.1122796497335
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	14	1.05970149253731	2.11940298507463	1.99445298300885
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	15	1	2	2.03197111570864
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	16	0.941176470588235	1.88235294117647	1.95804626816269
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	17	1.02222222222222	2.04444444444444	2.04479890660936
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	18	0.988929889298893	1.97785977859779	1.97773267408633
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	19	1.05970149253731	2.11940298507463	2.0956151290381
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	20	0.970588235294118	1.94117647058824	2.00007359778181
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	21	1.02602230483271	2.05204460966543	2.08348749409684
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	22	0.955882352941177	1.91176470588235	2.00820841589965
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	23	0.761029411764706	1.52205882352941	1.07203742428374
s_C_2UW6JP_M001_d__s_C_2UW6JP_N001_d.snp_pileup.gz	24	0.782287822878229	1.56457564575646	1.00488845724018
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	1	1.02189781021898	2.04379562043796	2.01171360866225
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	2	1.01449275362319	2.02898550724638	2.02893645088268
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	3	0.996376811594203	1.99275362318841	1.99269035790213
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	4	0.956521739130435	1.91304347826087	1.80615209622096
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	5	0.985507246376812	1.97101449275362	1.94595631021001
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	6	1.08823529411765	2.17647058823529	2.06725272997152
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	7	0.978260869565217	1.95652173913043	1.9272443563253
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	8	0.97463768115942	1.94927536231884	1.96095288718377
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	9	1.02898550724638	2.05797101449275	1.99510216511338
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	10	1.01449275362319	2.02898550724638	2.02895140121452
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	11	1.04411764705882	2.08823529411765	2.0246265383944
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	12	0.971014492753623	1.94202898550725	1.97454695879608
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	13	1.05797101449275	2.11594202898551	2.08695773819856
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	14	1.06521739130435	2.1304347826087	2.00548478054292
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	15	0.971014492753623	1.94202898550725	1.97400010121589
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	16	0.949275362318841	1.89855072463768	1.9742440516239
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	17	0.992753623188406	1.98550724637681	1.98586170854173
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	18	1	2	1.99987289548854
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	19	1	2	1.97621214396347
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	20	0.971014492753623	1.94202898550725	2.00092611270082
s_C_06RU4K_M001_d__s_C_06RU4K_N001_d.snp_pileup.gz	21	1	2	2.03144288443141
