"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"12p"	3	1	34782944	34782944	1	"LOSS AFTER"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"12q"	3	1	93493248	97188298	0.96	"LOSS AFTER"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"14q"	2	1	72349800	88065610	0.82	"DOUBLE LOSS AFTER"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"15q"	2	1	68650289	82169639	0.84	"DOUBLE LOSS AFTER"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"16p"	4	2	35268918	35268918	1	"TETRAPLOID"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"18p"	4	2	15448005	15448005	1	"TETRAPLOID"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"19p"	4	2	24571021	24571021	1	"TETRAPLOID"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"20p"	4	2	26301219	26301219	1	"TETRAPLOID"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"21q"	3	1	36796097	36796097	1	"LOSS AFTER"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"22q"	3	1	35114450	35114450	1	"LOSS AFTER"	TRUE	0.756968398817698	7	"c/s_C_9MUVAT_M001_d__s_C_9MUV"
"1p"	2	1	106002973	121430248	0.87	"DOUBLE LOSS AFTER"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"9p"	4	2	38341716	47316645	0.81	"TETRAPLOID"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"10p"	5	2	35893003	39161138	0.92	"GAIN"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"12q"	4	2	80354416	98648400	0.81	"TETRAPLOID"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"18p"	4	2	15413298	15413298	1	"TETRAPLOID"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"20p"	3	1	26301233	26301233	1	"LOSS AFTER"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"20q"	5	2	32833269	36579000	0.9	"GAIN"	TRUE	0.709164309851167	7	"c/s_C_000053_M001_d__s_C_0000"
"1p"	3	1	108415938	121516125	0.89	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"2p"	3	1	92282721	92282721	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"2q"	3	1	150439178	150647979	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"3p"	4	2	75421586	90088604	0.84	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"3q"	4	2	103424897	107421911	0.96	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"4p"	3	1	49606862	49606862	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"5q"	3	1	132550118	134303468	0.99	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"6p"	3	1	58537273	58537273	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"6q"	2	0	90566010	112077044	0.81	"LOSS BEFORE"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"7p"	4	2	55066340	58030990	0.95	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"7q"	6	2	81658867	100530847	0.81	"AMP"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"8p"	2	0	41874260	43609128	0.96	"LOSS BEFORE"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"8q"	7	2	92006705	102310061	0.9	"AMP"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"9q"	3	1	93743703	93743703	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"10p"	4	2	35804057	39161847	0.91	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"12p"	3	1	34782794	34782794	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"12q"	3	1	82379816	98939015	0.83	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"13q"	1	0	93229750	96048972	0.97	"LOSS BEFORE & AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"16p"	3	1	35267991	35267991	1	"LOSS AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"17q"	4	2	58914747	58914747	1	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"20p"	4	2	26301173	26301173	1	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"20q"	4	2	32177531	36589631	0.88	"TETRAPLOID"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"23q"	1	0	42444035	42444035	1	"LOSS BEFORE & AFTER"	TRUE	0.802259204981785	7	"c/s_C_L6F3EU_P001_d__s_C_L6F3"
"1p"	2	1	120356328	121517690	0.99	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"2p"	2	1	86976441	92259889	0.94	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"2q"	2	1	122594450	150673697	0.81	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"3p"	2	1	90143311	90143311	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"4q"	2	1	127386863	138521155	0.92	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"5p"	2	1	38347795	46346589	0.83	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"5q"	2	1	133491733	134219542	0.99	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"6p"	2	1	58683716	58683716	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"6q"	2	1	112119181	112119181	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"8p"	1	0	42111300	43718401	0.96	"HETLOSS"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"10p"	2	1	37397139	39161724	0.95	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"10q"	2	1	79699776	96166541	0.83	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"11p"	2	1	51513848	51513848	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"12p"	2	1	34782944	34782944	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"14q"	2	1	85591610	86885571	0.99	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"16p"	2	1	31435496	35268047	0.89	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"18p"	2	1	15413406	15413406	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"18q"	2	1	62544302	62544302	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"20p"	2	1	26301169	26301169	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"20q"	2	1	36589331	36589331	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"21q"	2	1	32515650	36781653	0.88	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"22q"	2	1	35093550	35093550	1	"DIPLOID"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"23p"	1	0	58431162	58431162	1	"HETLOSS"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"23q"	1	0	96623088	96623088	1	"HETLOSS"	FALSE	0.323411996093009	7	"c/s_C_HATJU1_M001_d__s_C_HATJ"
"1q"	2	1	126486501	127676703	0.99	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"2p"	2	1	92284521	92284521	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"2q"	2	1	149454308	150600131	0.99	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"3p"	2	1	76267719	84302569	0.9	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"4p"	2	1	41426210	49606626	0.84	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"4q"	2	1	140150173	141272246	0.99	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"5p"	2	1	46347141	46347141	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"5q"	2	1	111814647	134219351	0.83	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"6p"	2	1	53205686	58486586	0.91	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"7p"	2	1	56199750	58023031	0.97	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"7q"	2	1	83736191	100612386	0.83	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"8p"	0	0	43722104	43722104	1	"HOMDEL"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"8q"	2	1	94159919	102383226	0.92	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"9p"	2	1	47354429	47354429	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"9q"	2	1	93743686	93743686	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"10p"	2	1	39161885	39161885	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"10q"	2	1	85505963	95684676	0.89	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"11p"	2	1	49855500	51546586	0.97	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"11q"	2	1	82613129	82613129	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"12p"	1	0	29846926	34380770	0.87	"HETLOSS"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"13q"	2	1	96049481	96049481	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"14q"	2	1	88170806	88170806	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"15q"	2	1	82432757	82432757	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"16p"	2	1	31087951	35266851	0.88	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"17p"	1	0	22093607	22093607	1	"HETLOSS"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"17q"	1	0	47733470	58772540	0.81	"HETLOSS"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"18p"	2	1	15344205	15362005	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"18q"	2	1	62544352	62544352	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"20p"	2	1	26301173	26301173	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"20q"	2	1	36589731	36589731	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"21q"	2	1	36796121	36796121	1	"DIPLOID"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"22q"	1	0	35114473	35114473	1	"HETLOSS"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"23p"	1	0	58431162	58431162	1	"HETLOSS"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"23q"	1	0	96623138	96623138	1	"HETLOSS"	FALSE	0.251713173654144	7	"c/s_C_LRECML_P002_d__s_C_LREC"
"2q"	2	1	126229691	148516337	0.85	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"3p"	2	1	90143361	90143361	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"3q"	2	1	107437346	107437346	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"4p"	2	1	49606767	49606767	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"4q"	2	1	136129912	140999774	0.97	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"5p"	2	1	42649844	45255777	0.94	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"5q"	2	1	112526032	134087000	0.84	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"6p"	2	1	58537627	58537627	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"9p"	2	1	47354479	47354479	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"9q"	2	1	93743686	93743686	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"10q"	2	1	96200065	96200065	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"11p"	2	1	51557255	51557255	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"11q"	2	1	82613545	82613545	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"12q"	2	1	98954241	98954241	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"14q"	2	1	88171011	88171011	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"16p"	2	1	35270151	35270151	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"17q"	2	1	58361766	58788857	0.99	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"18p"	2	1	15448005	15448005	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"19p"	2	1	19680050	24570972	0.8	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"20p"	2	1	25763700	25918384	0.99	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"20q"	2	1	36589615	36589615	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"21q"	2	1	36796171	36796171	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"22q"	2	1	34942249	34984249	1	"DIPLOID"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"23p"	1	0	37187264	37187264	1	"HETLOSS"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"23q"	1	0	96623038	96623038	1	"HETLOSS"	FALSE	0.296730874120168	7	"c/s_C_CTRHWE_M001_d__s_C_CTRH"
"1p"	2	1	121522384	121522384	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"2p"	2	1	92284471	92284471	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"2q"	2	1	147431179	150517501	0.98	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"3p"	2	1	84157286	89826167	0.94	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"4p"	2	1	49607017	49607017	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"4q"	2	1	121350635	140787435	0.86	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"5p"	2	1	46347091	46347091	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"6p"	2	1	48431901	58296884	0.83	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"6q"	2	1	102920451	112056948	0.92	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"7p"	2	1	53331981	57619381	0.93	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"7q"	2	1	100971683	100971683	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"9q"	3	1	93739570	93739570	1	"GAIN"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"10p"	3	1	39161885	39161885	1	"GAIN"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"11q"	2	1	82610254	82610254	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"14q"	2	1	77365105	88170489	0.88	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"15q"	2	1	82432596	82432596	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"17p"	2	1	22257053	22257053	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"18q"	2	1	50096258	53180762	0.94	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"19p"	2	1	24571074	24571074	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"19q"	2	1	34415922	34415922	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"20p"	3	1	25386819	26096879	0.97	"GAIN"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"20q"	3	1	36589731	36589731	1	"GAIN"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"21q"	2	1	36796097	36796097	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"22q"	2	1	35097900	35097900	1	"DIPLOID"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"23p"	0	0	3538943	3538943	1	"HOMDEL"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"23q"	1	0	41829500	41829500	1	"HETLOSS"	FALSE	0.38054415090908	7	"c/s_C_X5HXDH_M001_d__s_C_X5HX"
"2p"	3	1	78895124	92090637	0.86	"LOSS AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"4q"	3	1	133008250	141287216	0.94	"LOSS AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"8q"	4	1	84914263	100451040	0.85	"CNLOH AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"10p"	4	2	37205253	39028888	0.95	"TETRAPLOID"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"16q"	3	1	43622506	43843069	0.99	"LOSS AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"18p"	3	1	15413406	15413406	1	"LOSS AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"18q"	3	1	57678652	62081887	0.93	"LOSS AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"22q"	3	1	35097900	35097900	1	"LOSS AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"23p"	1	0	54720100	54720100	1	"LOSS BEFORE & AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"23q"	1	0	72333962	72928112	0.99	"LOSS BEFORE & AFTER"	TRUE	0.904486051764369	7	"c/s_C_000870_M002_d__s_C_0008"
"4p"	4	2	49508990	49508990	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"4q"	2	0	123707750	138099241	0.9	"LOSS BEFORE"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"5p"	4	2	46347033	46347033	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"5q"	4	2	111265614	134162041	0.83	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"6q"	4	2	107906184	112046915	0.96	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"7p"	4	2	58023131	58023131	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"10p"	2	0	35964600	35964600	1	"LOSS BEFORE"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"16p"	4	2	34971732	34971732	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"17p"	2	0	22017436	22017436	1	"LOSS BEFORE"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"17q"	3	1	55879307	55879307	1	"LOSS AFTER"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"19p"	4	2	24570845	24570845	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"19q"	4	2	34346553	34346553	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"20p"	4	2	26301119	26301119	1	"TETRAPLOID"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"20q"	3	1	31936940	36589121	0.87	"LOSS AFTER"	TRUE	0.674659057310468	7	"c/s_C_000235_M001_d__s_C_0002"
"1p"	2	1	97957834	121177591	0.81	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"1q"	2	1	126536981	127585884	0.99	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"2q"	2	1	125780208	150518788	0.84	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"4p"	1	0	49509431	49509431	1	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"5q"	1	0	122698439	134168169	0.91	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"6p"	2	1	53877278	58535314	0.92	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"6q"	1	0	108338197	112112731	0.97	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"7p"	2	1	56128628	58033159	0.97	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"7q"	2	1	93943150	100970819	0.93	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"9p"	2	1	47354479	47354479	1	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"9q"	2	1	93743052	93743052	1	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"10p"	2	1	39161935	39161935	1	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"11p"	1	0	48355057	51556926	0.94	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"12q"	2	1	98954206	98954206	1	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"14q"	2	1	86483652	88170615	0.98	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"15q"	2	1	82434150	82434150	1	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"16p"	2	1	33874811	34890212	0.97	"DIPLOID"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"16q"	1	0	54902326	54902326	1	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"17p"	1	0	19282352	22195752	0.87	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
"18p"	1	0	15413288	15413288	1	"HETLOSS"	FALSE	0.481799662247794	7	"c/s_C_T9E03C_M001_d__s_C_T9E0"
