"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"2p"	3	1	80607721	92278702	0.87	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"2q"	3	1	141493965	150554609	0.94	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"3p"	4	2	90265404	90265404	1	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"3q"	4	2	107260578	107260578	1	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"4p"	3	1	49606767	49606767	1	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"4q"	2	1	112251300	136659009	0.82	"DOUBLE LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"5p"	3	1	40738168	45455209	0.9	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"5q"	2	0	106974387	133549686	0.8	"LOSS BEFORE"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"6p"	3	1	57051272	58488222	0.98	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"6q"	2	1	95897051	111870631	0.86	"DOUBLE LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"7p"	3	1	57860831	57860831	1	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"9p"	3	1	47153129	47153129	1	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"10p"	4	2	39028835	39028835	1	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"11p"	4	2	42605395	51372987	0.83	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"11q"	4	2	82613545	82613545	1	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"12p"	4	2	34648294	34648294	1	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"12q"	4	2	89164323	98905905	0.9	"TETRAPLOID"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"15q"	2	0	77012391	82000544	0.94	"LOSS BEFORE"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"17p"	2	0	19255150	22229456	0.87	"LOSS BEFORE"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"18p"	2	0	15366686	15366686	1	"LOSS BEFORE"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"19q"	3	1	27803050	33277869	0.84	"LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"20p"	2	0	26120580	26120580	1	"LOSS BEFORE"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"20q"	5	1	27893036	32733439	0.85	"LOSS & GAIN"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"22q"	2	1	35095850	35095850	1	"DOUBLE LOSS AFTER"	TRUE	0.796837710222889	7	"c/s_C_000615_M001_d__s_C_0006"
"1p"	2	1	98673589	120883630	0.82	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"2q"	2	1	150328979	150616159	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"3p"	2	1	90265299	90265299	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"3q"	2	1	107260746	107260746	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"4q"	2	1	134850622	141239909	0.95	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"5p"	2	1	46394091	46394091	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"6p"	2	1	57051287	58488328	0.98	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"7p"	2	1	53079802	57420284	0.92	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"7q"	2	1	87329851	98759638	0.88	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"8p"	1	0	43639461	43651301	1	"HETLOSS"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"8q"	2	1	102440593	102440593	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"9p"	2	1	47153179	47153179	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"9q"	2	1	93656376	93656376	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"10p"	2	1	39028935	39028935	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"10q"	2	1	96123965	96123965	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"11p"	2	1	43321051	49906940	0.87	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"11q"	2	1	82999245	82999245	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"12q"	2	1	98954186	98954186	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"14q"	2	1	87857546	87857546	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"15q"	2	1	79377620	82203443	0.97	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"16p"	2	1	34551750	35205842	0.98	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"17p"	2	1	22256906	22256906	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"17q"	2	1	58820594	58820594	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"18p"	2	1	15366748	15366748	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"18q"	2	1	62499652	62499652	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"19q"	2	1	34402120	34402120	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"20p"	2	1	26292819	26292819	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"20q"	2	1	36535381	36535381	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"21q"	2	1	36796097	36796097	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"22q"	2	1	35095706	35095706	1	"DIPLOID"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"23p"	1	0	58251012	58251012	1	"HETLOSS"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"23q"	1	0	95858388	95858388	1	"HETLOSS"	FALSE	0.207605561761258	7	"c/s_C_000617_M001_d__s_C_0006"
"1p"	4	0	114037250	120604484	0.95	"CNLOH BEFORE"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"1q"	5	2	127694797	127694797	1	"GAIN"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"2q"	3	1	136708979	150620138	0.91	"LOSS AFTER"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"5p"	5	2	46394041	46394041	1	"GAIN"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"7p"	4	2	54848573	57475750	0.95	"TETRAPLOID"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"8p"	3	0	43655737	43655737	1	"CNLOH BEFORE & LOSS"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"9p"	5	1	36355607	44777649	0.81	"LOSS & GAIN"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"10p"	5	2	39161185	39161185	1	"GAIN"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"12p"	6	2	34648244	34648244	1	"AMP"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"16p"	6	2	35238501	35238501	1	"AMP"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"18p"	6	2	15366648	15366648	1	"AMP"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"19p"	6	2	24216294	24216294	1	"AMP"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"19q"	6	2	32450829	34401529	0.94	"AMP"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"20q"	7	3	36535521	36535521	1	"AMP"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"21q"	4	1	36796306	36796306	1	"CNLOH AFTER"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"22q"	4	2	28488372	33929731	0.84	"TETRAPLOID"	TRUE	0.933529633240057	7	"c/s_C_000634_M001_d__s_C_0006"
"2q"	2	1	150620373	150620373	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"3p"	2	1	90263844	90263844	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"3q"	2	1	107260578	107260578	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"4p"	2	1	49606671	49606671	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"5p"	2	1	46264941	46264941	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"5q"	1	0	127498450	132469509	0.96	"HETLOSS"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"6p"	2	1	58531527	58531527	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"7p"	2	1	57860881	57860881	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"7q"	2	1	87689768	100880803	0.87	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"8p"	2	1	43655785	43655785	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"10p"	2	1	39029035	39029035	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"10q"	2	1	96126744	96126744	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"12p"	2	1	34648294	34648294	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"12q"	2	1	98954186	98954186	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"17p"	1	0	18051434	22254027	0.81	"HETLOSS"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"17q"	2	1	58175604	58447681	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"18p"	2	1	14912138	14912138	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"18q"	1	0	59465339	59465339	1	"HETLOSS"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"19p"	2	1	21587038	24357790	0.89	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"20p"	2	1	21689619	25850555	0.84	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"20q"	2	1	36553131	36553131	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"21q"	2	1	36796211	36796211	1	"DIPLOID"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"22q"	1	0	35095656	35095656	1	"HETLOSS"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"23p"	1	0	55920240	55920240	1	"HETLOSS"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"23q"	1	0	96142749	96142749	1	"HETLOSS"	FALSE	0.410355922631842	7	"c/s_C_000638_P001_d__s_C_0006"
"1p"	2	1	120773000	120773000	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"1q"	2	1	127704366	127704366	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"2p"	2	1	92282426	92282426	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"2q"	2	1	127790906	150618838	0.85	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"3p"	2	1	90247692	90247692	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"4p"	2	1	49606757	49606757	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"4q"	2	1	141243833	141243833	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"5p"	2	1	46264925	46264925	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"5q"	2	1	110410609	134281959	0.82	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"6p"	2	1	58626566	58626566	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"6q"	2	1	112057737	112057737	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"7p"	2	1	57860881	57860881	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"8p"	2	1	43655785	43655785	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"9q"	2	1	93648799	93648799	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"10p"	2	1	38821135	38821135	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"10q"	2	1	96125492	96125492	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"11p"	2	1	51451093	51451093	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"11q"	2	1	82613602	82613602	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"12p"	2	1	34646560	34646560	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"12q"	2	1	98921396	98921396	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"13q"	2	1	95622766	95622766	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"14q"	2	1	87783780	87783780	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"15q"	2	1	82219704	82219704	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"16p"	2	1	35221416	35238032	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"17p"	1	0	19558290	22254519	0.88	"HETLOSS"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"17q"	2	1	58820654	58820654	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"18p"	2	1	15413244	15413244	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"18q"	2	1	62541989	62541989	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"19p"	2	1	20170105	24305475	0.83	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"19q"	2	1	34401996	34401996	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"20p"	2	1	26301173	26301173	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"20q"	2	1	36534182	36534182	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"21q"	2	1	36796200	36796200	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"22q"	2	1	35095800	35095800	1	"DIPLOID"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"23p"	1	0	55931855	55931855	1	"HETLOSS"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"23q"	1	0	84402839	84402839	1	"HETLOSS"	FALSE	0.172572114571609	7	"c/s_C_000641_P001_d__s_C_0006"
"1p"	2	1	120638584	120638584	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"2q"	2	1	150620391	150620391	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"3p"	2	1	90265404	90265404	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"3q"	2	1	104841806	107143818	0.98	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"4p"	2	1	49606767	49606767	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"4q"	2	1	141241531	141241531	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"5p"	2	1	46264860	46264860	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"5q"	2	1	134281927	134281927	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"6p"	2	1	48320816	58547716	0.83	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"6q"	2	1	112062757	112062757	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"7q"	2	1	85865769	99873728	0.86	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"8p"	1	0	39592483	43654828	0.91	"HETLOSS"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"8q"	3	1	87513550	102247017	0.86	"GAIN"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"9q"	2	1	93656421	93656421	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"11p"	2	1	51451093	51451093	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"11q"	2	1	82613595	82613595	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"12p"	2	1	31614901	33578496	0.94	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"12q"	2	1	89640756	98655297	0.91	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"14q"	2	1	87783534	87783534	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"15q"	2	1	78696624	82155607	0.96	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"16p"	3	1	31798431	35237832	0.9	"GAIN"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"17q"	2	1	58820594	58820594	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"18p"	2	1	12916198	15361198	0.84	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"18q"	2	1	62499802	62499802	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"19p"	2	1	24399601	24399601	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"19q"	2	1	34402120	34402120	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"20p"	2	1	26301233	26301233	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"20q"	2	1	36553131	36553131	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"21q"	2	1	32732269	36776839	0.89	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"22q"	2	1	35095706	35095706	1	"DIPLOID"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"23p"	1	0	10263720	10263720	1	"HETLOSS"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"23q"	1	0	55752438	55752438	1	"HETLOSS"	FALSE	0.223447624154038	7	"c/s_C_000654_P001_d__s_C_0006"
"1p"	2	1	117697860	119806189	0.98	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"2q"	2	1	149849244	149849244	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"3p"	2	1	90265404	90265404	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"4p"	2	1	49606671	49606671	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"4q"	2	1	141243821	141243821	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"5p"	2	1	46265050	46265050	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"6p"	2	1	56073918	58012659	0.97	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"7q"	3	1	90517216	100901281	0.9	"GAIN"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"9p"	2	1	47153123	47153123	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"9q"	2	1	92975780	93560825	0.99	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"10p"	2	1	39028985	39028985	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"10q"	2	1	85778635	95951744	0.89	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"11p"	2	1	51451011	51451011	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"11q"	3	1	67885150	81899545	0.83	"GAIN"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"12q"	2	1	95619124	98872024	0.97	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"14q"	2	1	87258404	87258404	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"16p"	2	1	34584846	34963847	0.99	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"17p"	2	1	22256847	22256847	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"18p"	2	1	15366648	15366648	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"19p"	2	1	23452472	23875484	0.98	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"19q"	2	1	34402120	34402120	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"20p"	2	1	26301119	26301119	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"20q"	2	1	36535521	36535521	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"21q"	2	1	36796153	36796153	1	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"22q"	2	1	33828744	35094657	0.96	"DIPLOID"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"23p"	1	0	55916611	55916611	1	"HETLOSS"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"23q"	1	0	94635876	94635876	1	"HETLOSS"	FALSE	0.327848878991703	7	"c/s_C_000656_M001_d__s_C_0006"
"1p"	2	1	120773234	120773234	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"2p"	2	1	92284569	92284569	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"3p"	2	1	90265354	90265354	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"3q"	2	1	92428996	107253228	0.86	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"4p"	2	1	49606757	49606757	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"4q"	2	1	141243821	141243821	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"6p"	2	1	58626766	58626766	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"7p"	2	1	57860831	57860831	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"7q"	2	1	100971469	100971469	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"8p"	1	0	36480783	43654720	0.84	"HETLOSS"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"9p"	2	1	47153229	47153229	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"9q"	2	1	89651826	93655485	0.96	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"10p"	2	1	39028985	39028985	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"10q"	2	1	96126657	96126657	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"11p"	2	1	51451005	51451005	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
"11q"	2	1	82558558	82558558	1	"DIPLOID"	FALSE	0.218756476664451	7	"c/s_C_000662_P001_d__s_C_0006"
