"Gene"	"Match"	"number"	"ID"
"NLGN4Y"	1	12	"RP/somatic/s_C_3KD9P8_P001_d__"
"KDM5D"	1	27	"RP/somatic/s_C_3KD9P8_P001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_3KD9P8_P001_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_3KD9P8_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_3KD9P8_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_3KD9P8_P001_d__"
"RBMY1E"	1	4	"RP/somatic/s_C_3KD9P8_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_3KD9P8_P001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_3KD9P8_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_3KD9P8_P001_d__"
"ZFY"	1	12	"RP/somatic/s_C_3KD9P8_P001_d__"
"TGIF2LY"	1	4	"RP/somatic/s_C_3KD9P8_P001_d__"
"PCDH11Y"	1	31	"RP/somatic/s_C_3KD9P8_P001_d__"
"TSPY2"	1	4	"RP/somatic/s_C_3KD9P8_P001_d__"
"RBMY1J"	1	11	"RP/somatic/s_C_3KD9P8_P001_d__"
"AMELY"	1	5	"RP/somatic/s_C_3KD9P8_P001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_3KD9P8_P001_d__"
"TSPY4"	1	3	"RP/somatic/s_C_3KD9P8_P001_d__"
"TSPY8"	1	5	"RP/somatic/s_C_3KD9P8_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_3KD9P8_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_3KD9P8_P001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_3KD9P8_P001_d__"
"AC006156.1"	1	9	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_CU68KV_M001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_CU68KV_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_CU68KV_M001_d__"
"USP9Y"	1	44	"RP/somatic/s_C_CU68KV_M001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_CU68KV_M001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_CU68KV_M001_d__"
"UTY"	1	29	"RP/somatic/s_C_CU68KV_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_CU68KV_M001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_CU68KV_M001_d__"
"KDM5D"	1	25	"RP/somatic/s_C_CU68KV_M001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_CU68KV_M001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_CU68KV_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_CU68KV_M001_d__"
"RBMY1A1"	1	5	"RP/somatic/s_C_CU68KV_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_CU68KV_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_CU68KV_M001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_CU68KV_M001_d__"
"RBMY1F"	1	3	"RP/somatic/s_C_CU68KV_M001_d__"
"ZFY"	1	13	"RP/somatic/s_C_CU68KV_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_CU68KV_M001_d__"
"PCDH11Y"	1	29	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_CU68KV_M001_d__"
"RBMY1J"	1	11	"RP/somatic/s_C_CU68KV_M001_d__"
"AMELY"	1	5	"RP/somatic/s_C_CU68KV_M001_d__"
"DAZ1"	1	1	"RP/somatic/s_C_CU68KV_M001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY4"	1	3	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY8"	1	4	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_CU68KV_M001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_CU68KV_M001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_CU68KV_M001_d__"
"AC006156.1"	1	11	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY6P"	1	4	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_8PHHLD_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_8PHHLD_P001_d__"
"USP9Y"	1	42	"RP/somatic/s_C_8PHHLD_P001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_8PHHLD_P001_d__"
"UTY"	1	30	"RP/somatic/s_C_8PHHLD_P001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_8PHHLD_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_8PHHLD_P001_d__"
"KDM5D"	1	25	"RP/somatic/s_C_8PHHLD_P001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_8PHHLD_P001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_8PHHLD_P001_d__"
"CYorf17"	1	1	"RP/somatic/s_C_8PHHLD_P001_d__"
"RBMY1A1"	1	6	"RP/somatic/s_C_8PHHLD_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_8PHHLD_P001_d__"
"SRY"	1	2	"RP/somatic/s_C_8PHHLD_P001_d__"
"RPS4Y1"	1	4	"RP/somatic/s_C_8PHHLD_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_8PHHLD_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_8PHHLD_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_8PHHLD_P001_d__"
"PCDH11Y"	1	29	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_8PHHLD_P001_d__"
"RBMY1J"	1	9	"RP/somatic/s_C_8PHHLD_P001_d__"
"AMELY"	1	5	"RP/somatic/s_C_8PHHLD_P001_d__"
"DAZ1"	1	1	"RP/somatic/s_C_8PHHLD_P001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY8"	1	5	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_8PHHLD_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_8PHHLD_P001_d__"
"DAZ2"	1	3	"RP/somatic/s_C_8PHHLD_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_WC77AD_M001_d__"
"USP9Y"	1	48	"RP/somatic/s_C_WC77AD_M001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_WC77AD_M001_d__"
"DDX3Y"	1	12	"RP/somatic/s_C_WC77AD_M001_d__"
"UTY"	1	30	"RP/somatic/s_C_WC77AD_M001_d__"
"NLGN4Y"	1	13	"RP/somatic/s_C_WC77AD_M001_d__"
"KDM5D"	1	22	"RP/somatic/s_C_WC77AD_M001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_WC77AD_M001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_WC77AD_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_WC77AD_M001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_WC77AD_M001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_WC77AD_M001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_WC77AD_M001_d__"
"ZFY"	1	13	"RP/somatic/s_C_WC77AD_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_WC77AD_M001_d__"
"PCDH11Y"	1	30	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_WC77AD_M001_d__"
"RBMY1J"	1	10	"RP/somatic/s_C_WC77AD_M001_d__"
"AMELY"	1	5	"RP/somatic/s_C_WC77AD_M001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_WC77AD_M001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_WC77AD_M001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_WC77AD_M001_d__"
"AC006156.1"	1	9	"RP/somatic/s_C_KLJXKW_P001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_KLJXKW_P001_d__"
"SLC9B1P1"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_KLJXKW_P001_d__"
"USP9Y"	1	50	"RP/somatic/s_C_KLJXKW_P001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_KLJXKW_P001_d__"
"UTY"	1	33	"RP/somatic/s_C_KLJXKW_P001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_KLJXKW_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_KLJXKW_P001_d__"
"KDM5D"	1	26	"RP/somatic/s_C_KLJXKW_P001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_KLJXKW_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_KLJXKW_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_KLJXKW_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_KLJXKW_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_KLJXKW_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_KLJXKW_P001_d__"
"PCDH11Y"	1	32	"RP/somatic/s_C_KLJXKW_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_KLJXKW_P001_d__"
"RBMY1J"	1	13	"RP/somatic/s_C_KLJXKW_P001_d__"
"AMELY"	1	6	"RP/somatic/s_C_KLJXKW_P001_d__"
"DAZ1"	1	1	"RP/somatic/s_C_KLJXKW_P001_d__"
"TBL1Y"	1	15	"RP/somatic/s_C_KLJXKW_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_KLJXKW_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_KLJXKW_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_KLJXKW_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_KLJXKW_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_L30UW6_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_L30UW6_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_L30UW6_P001_d__"
"USP9Y"	1	41	"RP/somatic/s_C_L30UW6_P001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_L30UW6_P001_d__"
"DDX3Y"	1	9	"RP/somatic/s_C_L30UW6_P001_d__"
"UTY"	1	29	"RP/somatic/s_C_L30UW6_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_L30UW6_P001_d__"
"KDM5D"	1	21	"RP/somatic/s_C_L30UW6_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_L30UW6_P001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_L30UW6_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_L30UW6_P001_d__"
"RBMY1A1"	1	5	"RP/somatic/s_C_L30UW6_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_L30UW6_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_L30UW6_P001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_L30UW6_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_L30UW6_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_L30UW6_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_L30UW6_P001_d__"
"PCDH11Y"	1	28	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_L30UW6_P001_d__"
"RBMY1J"	1	10	"RP/somatic/s_C_L30UW6_P001_d__"
"AMELY"	1	5	"RP/somatic/s_C_L30UW6_P001_d__"
"DAZ1"	1	1	"RP/somatic/s_C_L30UW6_P001_d__"
"TBL1Y"	1	12	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_L30UW6_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_L30UW6_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_L30UW6_P001_d__"
"AC006156.1"	1	7	"RP/somatic/s_C_L67TRV_P001_d__"
"TSPY6P"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_L67TRV_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"USP9Y"	1	22	"RP/somatic/s_C_L67TRV_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"DDX3Y"	1	4	"RP/somatic/s_C_L67TRV_P001_d__"
"UTY"	1	14	"RP/somatic/s_C_L67TRV_P001_d__"
"NLGN4Y"	1	10	"RP/somatic/s_C_L67TRV_P001_d__"
"KDM5D"	1	6	"RP/somatic/s_C_L67TRV_P001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"RBMY1A1"	1	2	"RP/somatic/s_C_L67TRV_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_L67TRV_P001_d__"
"SRY"	1	2	"RP/somatic/s_C_L67TRV_P001_d__"
"RPS4Y1"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"ZFY"	1	9	"RP/somatic/s_C_L67TRV_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_L67TRV_P001_d__"
"PCDH11Y"	1	20	"RP/somatic/s_C_L67TRV_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_L67TRV_P001_d__"
"RBMY1J"	1	9	"RP/somatic/s_C_L67TRV_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_L67TRV_P001_d__"
"TBL1Y"	1	6	"RP/somatic/s_C_L67TRV_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_L67TRV_P001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_L67TRV_P001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_L67TRV_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_L67TRV_P001_d__"
"AC006156.1"	1	10	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"DAZ3"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"USP9Y"	1	37	"RP/somatic/s_C_9K0N6F_P001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"DDX3Y"	1	9	"RP/somatic/s_C_9K0N6F_P001_d__"
"UTY"	1	23	"RP/somatic/s_C_9K0N6F_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_9K0N6F_P001_d__"
"KDM5D"	1	24	"RP/somatic/s_C_9K0N6F_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_9K0N6F_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"RBMY1A1"	1	5	"RP/somatic/s_C_9K0N6F_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_9K0N6F_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_9K0N6F_P001_d__"
"RPS4Y1"	1	4	"RP/somatic/s_C_9K0N6F_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_9K0N6F_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_9K0N6F_P001_d__"
"PCDH11Y"	1	27	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY2"	1	7	"RP/somatic/s_C_9K0N6F_P001_d__"
"RBMY1J"	1	9	"RP/somatic/s_C_9K0N6F_P001_d__"
"AMELY"	1	4	"RP/somatic/s_C_9K0N6F_P001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY4"	1	3	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY3"	1	9	"RP/somatic/s_C_9K0N6F_P001_d__"
"TSPY1"	1	9	"RP/somatic/s_C_9K0N6F_P001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_9K0N6F_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_XJD705_M001_d__"
"DAZ3"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"USP9Y"	1	45	"RP/somatic/s_C_XJD705_M001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_XJD705_M001_d__"
"DDX3Y"	1	13	"RP/somatic/s_C_XJD705_M001_d__"
"UTY"	1	31	"RP/somatic/s_C_XJD705_M001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_XJD705_M001_d__"
"KDM5D"	1	23	"RP/somatic/s_C_XJD705_M001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_XJD705_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"RBMY1A1"	1	5	"RP/somatic/s_C_XJD705_M001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_XJD705_M001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_XJD705_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"ZFY"	1	12	"RP/somatic/s_C_XJD705_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_XJD705_M001_d__"
"PCDH11Y"	1	30	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY2"	1	4	"RP/somatic/s_C_XJD705_M001_d__"
"RBMY1J"	1	11	"RP/somatic/s_C_XJD705_M001_d__"
"AMELY"	1	4	"RP/somatic/s_C_XJD705_M001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_XJD705_M001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_XJD705_M001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_XJD705_M001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_MA7WDN_M001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"USP9Y"	1	35	"RP/somatic/s_C_MA7WDN_M001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"DDX3Y"	1	8	"RP/somatic/s_C_MA7WDN_M001_d__"
"UTY"	1	18	"RP/somatic/s_C_MA7WDN_M001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_MA7WDN_M001_d__"
"KDM5D"	1	16	"RP/somatic/s_C_MA7WDN_M001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_MA7WDN_M001_d__"
"CYorf17"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"RBMY1A1"	1	5	"RP/somatic/s_C_MA7WDN_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_MA7WDN_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_MA7WDN_M001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_MA7WDN_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_MA7WDN_M001_d__"
"ZFY"	1	13	"RP/somatic/s_C_MA7WDN_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_MA7WDN_M001_d__"
"PCDH11Y"	1	24	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_MA7WDN_M001_d__"
"RBMY1J"	1	9	"RP/somatic/s_C_MA7WDN_M001_d__"
"AMELY"	1	5	"RP/somatic/s_C_MA7WDN_M001_d__"
"DAZ1"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_MA7WDN_M001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_MA7WDN_M001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_MA7WDN_M001_d__"
"AC006156.1"	1	10	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_WA32NK_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_WA32NK_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_WA32NK_P001_d__"
"USP9Y"	1	46	"RP/somatic/s_C_WA32NK_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_WA32NK_P001_d__"
"DDX3Y"	1	10	"RP/somatic/s_C_WA32NK_P001_d__"
"UTY"	1	25	"RP/somatic/s_C_WA32NK_P001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_WA32NK_P001_d__"
"KDM5D"	1	22	"RP/somatic/s_C_WA32NK_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_WA32NK_P001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_WA32NK_P001_d__"
"RBMY1A1"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_WA32NK_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_WA32NK_P001_d__"
"ZFY"	1	12	"RP/somatic/s_C_WA32NK_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"PCDH11Y"	1	25	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY2"	1	4	"RP/somatic/s_C_WA32NK_P001_d__"
"RBMY1J"	1	10	"RP/somatic/s_C_WA32NK_P001_d__"
"AMELY"	1	5	"RP/somatic/s_C_WA32NK_P001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY3"	1	9	"RP/somatic/s_C_WA32NK_P001_d__"
"TSPY1"	1	9	"RP/somatic/s_C_WA32NK_P001_d__"
"DAZ2"	1	3	"RP/somatic/s_C_WA32NK_P001_d__"
"AC006156.1"	1	11	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_R6P2NJ_P001_d__"
"SLC9B1P1"	1	3	"RP/somatic/s_C_R6P2NJ_P001_d__"
"DAZ3"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"USP9Y"	1	44	"RP/somatic/s_C_R6P2NJ_P001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_R6P2NJ_P001_d__"
"UTY"	1	34	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_R6P2NJ_P001_d__"
"KDM5D"	1	26	"RP/somatic/s_C_R6P2NJ_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_R6P2NJ_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_R6P2NJ_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_R6P2NJ_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_R6P2NJ_P001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_R6P2NJ_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_R6P2NJ_P001_d__"
"PCDH11Y"	1	31	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_R6P2NJ_P001_d__"
"RBMY1J"	1	10	"RP/somatic/s_C_R6P2NJ_P001_d__"
"AMELY"	1	5	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY8"	1	1	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_R6P2NJ_P001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_R6P2NJ_P001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_R6P2NJ_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_9YJ1TC_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_9YJ1TC_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_9YJ1TC_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_9YJ1TC_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_9YJ1TC_P001_d__"
