"Gene"	"Match"	"number"	"ID"
"UTY"	1	18	"RP/somatic/s_C_001694_P001_d__"
"NLGN4Y"	1	9	"RP/somatic/s_C_001694_P001_d__"
"KDM5D"	1	11	"RP/somatic/s_C_001694_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001694_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001694_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001694_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001694_P001_d__"
"RPS4Y1"	1	1	"RP/somatic/s_C_001694_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001694_P001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001694_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001694_P001_d__"
"PCDH11Y"	1	8	"RP/somatic/s_C_001694_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001694_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001694_P001_d__"
"TBL1Y"	1	8	"RP/somatic/s_C_001694_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001694_P001_d__"
"TSPY8"	1	1	"RP/somatic/s_C_001694_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001694_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001694_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001694_P001_d__"
"AC006156.1"	1	7	"RP/somatic/s_C_001781_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001781_M001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001781_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001781_M001_d__"
"USP9Y"	1	2	"RP/somatic/s_C_001781_M001_d__"
"DDX3Y"	1	1	"RP/somatic/s_C_001781_M001_d__"
"UTY"	1	3	"RP/somatic/s_C_001781_M001_d__"
"NLGN4Y"	1	4	"RP/somatic/s_C_001781_M001_d__"
"CYorf17"	1	1	"RP/somatic/s_C_001781_M001_d__"
"RBMY1A1"	1	1	"RP/somatic/s_C_001781_M001_d__"
"RBMY1E"	1	1	"RP/somatic/s_C_001781_M001_d__"
"ZFY"	1	6	"RP/somatic/s_C_001781_M001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001781_M001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001781_M001_d__"
"TSPY2"	1	4	"RP/somatic/s_C_001781_M001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001781_M001_d__"
"TBL1Y"	1	1	"RP/somatic/s_C_001781_M001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001781_M001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001781_M001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001781_M001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001781_M001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001779_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001779_M001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001779_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001779_M001_d__"
"USP9Y"	1	26	"RP/somatic/s_C_001779_M001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_001779_M001_d__"
"DDX3Y"	1	5	"RP/somatic/s_C_001779_M001_d__"
"UTY"	1	21	"RP/somatic/s_C_001779_M001_d__"
"NLGN4Y"	1	9	"RP/somatic/s_C_001779_M001_d__"
"KDM5D"	1	6	"RP/somatic/s_C_001779_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001779_M001_d__"
"RBMY1A1"	1	3	"RP/somatic/s_C_001779_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001779_M001_d__"
"SRY"	1	2	"RP/somatic/s_C_001779_M001_d__"
"RPS4Y1"	1	1	"RP/somatic/s_C_001779_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001779_M001_d__"
"ZFY"	1	8	"RP/somatic/s_C_001779_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001779_M001_d__"
"PCDH11Y"	1	10	"RP/somatic/s_C_001779_M001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001779_M001_d__"
"RBMY1J"	1	1	"RP/somatic/s_C_001779_M001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001779_M001_d__"
"TBL1Y"	1	7	"RP/somatic/s_C_001779_M001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_001779_M001_d__"
"TSPY8"	1	5	"RP/somatic/s_C_001779_M001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001779_M001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001779_M001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001779_M001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001758_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001758_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001758_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001758_P001_d__"
"NLGN4Y"	1	3	"RP/somatic/s_C_001758_P001_d__"
"RBMY1A1"	1	2	"RP/somatic/s_C_001758_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001758_P001_d__"
"ZFY"	1	3	"RP/somatic/s_C_001758_P001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001758_P001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001758_P001_d__"
"TSPY2"	1	3	"RP/somatic/s_C_001758_P001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001758_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_001758_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001758_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001758_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001758_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001759_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001759_M001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_001759_M001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001759_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001759_M001_d__"
"USP9Y"	1	29	"RP/somatic/s_C_001759_M001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_001759_M001_d__"
"DDX3Y"	1	7	"RP/somatic/s_C_001759_M001_d__"
"UTY"	1	27	"RP/somatic/s_C_001759_M001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001759_M001_d__"
"KDM5D"	1	9	"RP/somatic/s_C_001759_M001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001759_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001759_M001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001759_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001759_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001759_M001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001759_M001_d__"
"RBMY1F"	1	3	"RP/somatic/s_C_001759_M001_d__"
"ZFY"	1	10	"RP/somatic/s_C_001759_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001759_M001_d__"
"PCDH11Y"	1	14	"RP/somatic/s_C_001759_M001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001759_M001_d__"
"RBMY1J"	1	3	"RP/somatic/s_C_001759_M001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001759_M001_d__"
"TBL1Y"	1	7	"RP/somatic/s_C_001759_M001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001759_M001_d__"
"TSPY8"	1	6	"RP/somatic/s_C_001759_M001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001759_M001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001759_M001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001759_M001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001757_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001757_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001757_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001757_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001757_P001_d__"
"USP9Y"	1	33	"RP/somatic/s_C_001757_P001_d__"
"DDX3Y"	1	7	"RP/somatic/s_C_001757_P001_d__"
"UTY"	1	24	"RP/somatic/s_C_001757_P001_d__"
"NLGN4Y"	1	9	"RP/somatic/s_C_001757_P001_d__"
"KDM5D"	1	13	"RP/somatic/s_C_001757_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001757_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001757_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001757_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001757_P001_d__"
"RPS4Y1"	1	1	"RP/somatic/s_C_001757_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001757_P001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001757_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001757_P001_d__"
"PCDH11Y"	1	13	"RP/somatic/s_C_001757_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001757_P001_d__"
"RBMY1J"	1	1	"RP/somatic/s_C_001757_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001757_P001_d__"
"TBL1Y"	1	9	"RP/somatic/s_C_001757_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_001757_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001757_P001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_001757_P001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_001757_P001_d__"
"DAZ2"	1	3	"RP/somatic/s_C_001757_P001_d__"
"AC006156.1"	1	9	"RP/somatic/s_C_001809_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001809_M001_d__"
"TSPY10"	1	3	"RP/somatic/s_C_001809_M001_d__"
"SLC9B1P1"	1	4	"RP/somatic/s_C_001809_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001809_M001_d__"
"USP9Y"	1	55	"RP/somatic/s_C_001809_M001_d__"
"DDX3Y"	1	18	"RP/somatic/s_C_001809_M001_d__"
"UTY"	1	43	"RP/somatic/s_C_001809_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001809_M001_d__"
"NLGN4Y"	1	13	"RP/somatic/s_C_001809_M001_d__"
"KDM5D"	1	32	"RP/somatic/s_C_001809_M001_d__"
"EIF1AY"	1	5	"RP/somatic/s_C_001809_M001_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_001809_M001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001809_M001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001809_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001809_M001_d__"
"SRY"	1	4	"RP/somatic/s_C_001809_M001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_001809_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001809_M001_d__"
"ZFY"	1	14	"RP/somatic/s_C_001809_M001_d__"
"TGIF2LY"	1	4	"RP/somatic/s_C_001809_M001_d__"
"PCDH11Y"	1	27	"RP/somatic/s_C_001809_M001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001809_M001_d__"
"RBMY1J"	1	5	"RP/somatic/s_C_001809_M001_d__"
"AMELY"	1	6	"RP/somatic/s_C_001809_M001_d__"
"TBL1Y"	1	17	"RP/somatic/s_C_001809_M001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_001809_M001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_001809_M001_d__"
"TSPY3"	1	9	"RP/somatic/s_C_001809_M001_d__"
"TSPY1"	1	9	"RP/somatic/s_C_001809_M001_d__"
"DAZ2"	1	3	"RP/somatic/s_C_001809_M001_d__"
"AC006156.1"	1	7	"RP/somatic/s_C_001797_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001797_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001797_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001797_P001_d__"
"USP9Y"	1	32	"RP/somatic/s_C_001797_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001797_P001_d__"
"DDX3Y"	1	7	"RP/somatic/s_C_001797_P001_d__"
"UTY"	1	27	"RP/somatic/s_C_001797_P001_d__"
"NLGN4Y"	1	10	"RP/somatic/s_C_001797_P001_d__"
"KDM5D"	1	12	"RP/somatic/s_C_001797_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001797_P001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_001797_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001797_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001797_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001797_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001797_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001797_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001797_P001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001797_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001797_P001_d__"
"PCDH11Y"	1	12	"RP/somatic/s_C_001797_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001797_P001_d__"
"RBMY1J"	1	1	"RP/somatic/s_C_001797_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001797_P001_d__"
"TBL1Y"	1	8	"RP/somatic/s_C_001797_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001797_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001797_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001797_P001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_001797_P001_d__"
"AC006156.1"	1	7	"RP/somatic/s_C_001795_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001795_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001795_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_001795_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001795_P001_d__"
"USP9Y"	1	40	"RP/somatic/s_C_001795_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001795_P001_d__"
"DDX3Y"	1	11	"RP/somatic/s_C_001795_P001_d__"
"UTY"	1	29	"RP/somatic/s_C_001795_P001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_001795_P001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001795_P001_d__"
"KDM5D"	1	16	"RP/somatic/s_C_001795_P001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001795_P001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_001795_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001795_P001_d__"
"RBMY1A1"	1	3	"RP/somatic/s_C_001795_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001795_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001795_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001795_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001795_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_001795_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001795_P001_d__"
"PCDH11Y"	1	14	"RP/somatic/s_C_001795_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001795_P001_d__"
"RBMY1J"	1	1	"RP/somatic/s_C_001795_P001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001795_P001_d__"
"TBL1Y"	1	10	"RP/somatic/s_C_001795_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001795_P001_d__"
"TSPY8"	1	1	"RP/somatic/s_C_001795_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001795_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001795_P001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_001795_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001800_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001800_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001800_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001800_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001800_P001_d__"
"USP9Y"	1	42	"RP/somatic/s_C_001800_P001_d__"
"DAZ4"	1	3	"RP/somatic/s_C_001800_P001_d__"
"DDX3Y"	1	12	"RP/somatic/s_C_001800_P001_d__"
"UTY"	1	29	"RP/somatic/s_C_001800_P001_d__"
"NLGN4Y"	1	10	"RP/somatic/s_C_001800_P001_d__"
"KDM5D"	1	17	"RP/somatic/s_C_001800_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001800_P001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_001800_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001800_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001800_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001800_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001800_P001_d__"
"RPS4Y1"	1	2	"RP/somatic/s_C_001800_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001800_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_001800_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001800_P001_d__"
"PCDH11Y"	1	15	"RP/somatic/s_C_001800_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001800_P001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_001800_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001800_P001_d__"
"TBL1Y"	1	10	"RP/somatic/s_C_001800_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001800_P001_d__"
"TSPY8"	1	5	"RP/somatic/s_C_001800_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001800_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001800_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001800_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001807_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001807_M001_d__"
"TSPY10"	1	3	"RP/somatic/s_C_001807_M001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001807_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001807_M001_d__"
"USP9Y"	1	35	"RP/somatic/s_C_001807_M001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_001807_M001_d__"
"DDX3Y"	1	13	"RP/somatic/s_C_001807_M001_d__"
"UTY"	1	26	"RP/somatic/s_C_001807_M001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_001807_M001_d__"
"NLGN4Y"	1	10	"RP/somatic/s_C_001807_M001_d__"
"KDM5D"	1	18	"RP/somatic/s_C_001807_M001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_001807_M001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001807_M001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001807_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001807_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001807_M001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001807_M001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001807_M001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001807_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001807_M001_d__"
"PCDH11Y"	1	13	"RP/somatic/s_C_001807_M001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001807_M001_d__"
"RBMY1J"	1	3	"RP/somatic/s_C_001807_M001_d__"
"AMELY"	1	4	"RP/somatic/s_C_001807_M001_d__"
"TBL1Y"	1	10	"RP/somatic/s_C_001807_M001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_001807_M001_d__"
"TSPY8"	1	5	"RP/somatic/s_C_001807_M001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001807_M001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001807_M001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001807_M001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001827_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001827_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001827_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001827_P001_d__"
"USP9Y"	1	27	"RP/somatic/s_C_001827_P001_d__"
"DDX3Y"	1	9	"RP/somatic/s_C_001827_P001_d__"
"UTY"	1	21	"RP/somatic/s_C_001827_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_001827_P001_d__"
"KDM5D"	1	11	"RP/somatic/s_C_001827_P001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001827_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001827_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001827_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001827_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001827_P001_d__"
"RPS4Y1"	1	2	"RP/somatic/s_C_001827_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001827_P001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001827_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001827_P001_d__"
"PCDH11Y"	1	10	"RP/somatic/s_C_001827_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001827_P001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_001827_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001827_P001_d__"
"TBL1Y"	1	8	"RP/somatic/s_C_001827_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001827_P001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_001827_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001827_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001827_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001827_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001832_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001832_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001832_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001832_P001_d__"
"USP9Y"	1	36	"RP/somatic/s_C_001832_P001_d__"
"DDX3Y"	1	12	"RP/somatic/s_C_001832_P001_d__"
"UTY"	1	23	"RP/somatic/s_C_001832_P001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_001832_P001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001832_P001_d__"
"KDM5D"	1	19	"RP/somatic/s_C_001832_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001832_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001832_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001832_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001832_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001832_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001832_P001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001832_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001832_P001_d__"
"PCDH11Y"	1	15	"RP/somatic/s_C_001832_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001832_P001_d__"
"RBMY1J"	1	3	"RP/somatic/s_C_001832_P001_d__"
"AMELY"	1	4	"RP/somatic/s_C_001832_P001_d__"
"TBL1Y"	1	7	"RP/somatic/s_C_001832_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001832_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001832_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001832_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001832_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001832_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001820_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001820_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001820_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001820_P001_d__"
"USP9Y"	1	32	"RP/somatic/s_C_001820_P001_d__"
"DDX3Y"	1	9	"RP/somatic/s_C_001820_P001_d__"
"UTY"	1	25	"RP/somatic/s_C_001820_P001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001820_P001_d__"
"KDM5D"	1	16	"RP/somatic/s_C_001820_P001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_001820_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001820_P001_d__"
"RBMY1A1"	1	3	"RP/somatic/s_C_001820_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001820_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001820_P001_d__"
"RPS4Y1"	1	2	"RP/somatic/s_C_001820_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001820_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_001820_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001820_P001_d__"
"PCDH11Y"	1	14	"RP/somatic/s_C_001820_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001820_P001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_001820_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001820_P001_d__"
"TBL1Y"	1	9	"RP/somatic/s_C_001820_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001820_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001820_P001_d__"
"TSPY3"	1	6	"RP/somatic/s_C_001820_P001_d__"
"TSPY1"	1	6	"RP/somatic/s_C_001820_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001820_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001819_M001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001819_M001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_001819_M001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_001819_M001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001819_M001_d__"
"USP9Y"	1	39	"RP/somatic/s_C_001819_M001_d__"
"DAZ4"	1	3	"RP/somatic/s_C_001819_M001_d__"
"DDX3Y"	1	10	"RP/somatic/s_C_001819_M001_d__"
"UTY"	1	26	"RP/somatic/s_C_001819_M001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_001819_M001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001819_M001_d__"
"KDM5D"	1	14	"RP/somatic/s_C_001819_M001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001819_M001_d__"
"RPS4Y2"	1	1	"RP/somatic/s_C_001819_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001819_M001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001819_M001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001819_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001819_M001_d__"
"RPS4Y1"	1	1	"RP/somatic/s_C_001819_M001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001819_M001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001819_M001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001819_M001_d__"
"PCDH11Y"	1	16	"RP/somatic/s_C_001819_M001_d__"
