"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"22q"	2	1	34009470	34009470	1	"DIPLOID"	FALSE	0.171598343680241	7	"01-IM6_P-0038369-N01-IM6/coun"
"23p"	1	0	13682162	13682162	1	"HETLOSS"	FALSE	0.171598343680241	7	"01-IM6_P-0038369-N01-IM6/coun"
"23q"	1	0	94232438	94232438	1	"HETLOSS"	FALSE	0.171598343680241	7	"01-IM6_P-0038369-N01-IM6/coun"
"1p"	2	1	120534257	120534257	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"1q"	2	1	125135066	125135066	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"2p"	1	0	76866703	76866703	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"2q"	2	1	128989748	139161419	0.93	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"3q"	2	1	90538967	106162113	0.85	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"4p"	2	1	48257745	48257745	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"5p"	2	1	46187141	46187141	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"5q"	2	1	109619226	132881076	0.82	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"6p"	2	1	58436866	58436866	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"6q"	1	0	88332156	109222857	0.81	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"7p"	2	1	56381791	56381791	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"7q"	2	1	100396769	100396769	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"8p"	1	0	35527493	41233380	0.86	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"9p"	2	1	46945887	46945887	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"9q"	2	1	86361821	92452527	0.93	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"10p"	2	1	37744888	37744888	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"10q"	2	1	95926472	95926472	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"11p"	1	0	46961436	47025976	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"11q"	3	1	81851612	81851612	1	"GAIN"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"12p"	2	1	34462106	34462106	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"12q"	2	1	98407356	98407356	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"14q"	2	1	86418700	86418700	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"16p"	2	1	33256587	35220514	0.94	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"16q"	1	0	54547206	54547206	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"17q"	2	1	58520255	58520255	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"18p"	1	0	14736598	14736598	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"18q"	1	0	59002457	59002457	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"19p"	2	1	23475132	23475132	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"19q"	2	1	33606618	33606618	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"20p"	2	1	26023778	26023778	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"20q"	2	1	36311101	36311101	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"21q"	2	1	34372571	34372571	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"22q"	2	1	34009446	34009446	1	"DIPLOID"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"23p"	1	0	58180962	58180962	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"23q"	1	0	94232438	94232438	1	"HETLOSS"	FALSE	0.385541818048638	7	"01-IM6_P-0038412-N01-IM6/coun"
"1p"	1	0	120534257	120534257	1	"HETLOSS"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"1q"	1	0	125713716	125713716	1	"HETLOSS"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"2p"	2	1	87764506	87764506	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"2q"	2	1	150656179	150656179	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"3p"	2	1	89054982	89054982	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"3q"	2	1	106857923	106857923	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"4p"	2	1	48257537	48257537	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"4q"	2	1	140602433	140602433	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"5p"	2	1	46187180	46187180	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"5q"	2	1	134122009	134122009	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"6p"	3	1	58436843	58436843	1	"GAIN"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"6q"	3	1	111968834	111968834	1	"GAIN"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"7p"	2	1	57723531	57723531	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"7q"	2	1	100573675	100573675	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"8p"	0	0	43273930	43273930	1	"HOMDEL"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"8q"	0	0	102347513	102347513	1	"HOMDEL"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"9p"	2	1	46945779	46945779	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"9q"	2	1	92452742	92452742	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"10p"	2	1	37744888	37744888	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"10q"	2	1	95926386	95926386	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"11p"	2	1	51319115	51319115	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"11q"	2	1	81851612	81851612	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"12p"	2	1	34462297	34462297	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"12q"	2	1	98407131	98407131	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"13q"	2	1	93122200	93122200	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"14q"	2	1	86418650	86418650	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"15q"	2	1	81104183	81104183	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"16p"	1	0	35220951	35220951	1	"HETLOSS"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"16q"	1	0	54905049	54905049	1	"HETLOSS"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"17p"	2	1	22148470	22148470	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"17q"	2	1	58520144	58520144	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"18p"	1	0	14736674	14736674	1	"HETLOSS"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"18q"	1	0	59002852	59002852	1	"HETLOSS"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"19p"	2	1	23474932	23474932	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"19q"	2	1	34414568	34414568	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"20p"	2	1	26023705	26023705	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"20q"	2	1	36554181	36554181	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"21q"	2	1	34964871	34964871	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"22q"	2	1	34009432	34009432	1	"DIPLOID"	FALSE	0.30806474122305	7	"01-IM6_P-0039852-N01-IM6/coun"
"1p"	3	1	119610764	120534044	0.99	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"2p"	3	1	87764424	87764424	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"2q"	3	1	150475029	150475029	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"3p"	4	2	89054982	89054982	1	"TETRAPLOID"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"3q"	4	2	79516146	98967943	0.8	"TETRAPLOID"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"4p"	2	1	46090920	47394704	0.97	"DOUBLE LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"6p"	4	2	51313366	51313366	1	"TETRAPLOID"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"6q"	2	0	98240366	107575158	0.91	"LOSS BEFORE"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"7p"	4	1	44697445	53971079	0.83	"CNLOH AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"8p"	1	0	30832701	30832701	1	"LOSS BEFORE & AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"9p"	2	0	15784845	15784845	1	"LOSS BEFORE"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"9q"	4	2	63836544	63836544	1	"TETRAPLOID"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"10p"	3	1	10146835	10146835	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"10q"	3	1	94944265	94944265	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"11p"	3	1	51319102	51319102	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"12q"	4	2	98407261	98407261	1	"TETRAPLOID"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"15q"	3	1	66892527	66892527	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"16p"	6	3	33258737	33258737	1	"AMP (BALANCED)"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"17p"	3	1	22148337	22148337	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"17q"	4	2	51720986	58519680	0.88	"TETRAPLOID"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"18p"	3	1	14736513	14736513	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"18q"	3	1	59002452	59002452	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"19p"	3	1	23474932	23474932	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"20p"	1	0	24734909	25371181	0.97	"LOSS BEFORE & AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"21q"	5	2	34372571	34372571	1	"GAIN"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"22q"	3	1	34009355	34009355	1	"LOSS AFTER"	TRUE	0.804292619209009	7	"01-IM6_P-0040084-N01-IM6/coun"
"1p"	2	1	120534144	120534144	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"1q"	2	1	125135166	125135166	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"2p"	2	1	87764321	87764321	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"2q"	2	1	150656229	150656229	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"3p"	2	1	89055004	89055004	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"3q"	2	1	106857946	106857946	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"4p"	2	1	48257467	48257467	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"4q"	2	1	140602481	140602481	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"5p"	2	1	46187180	46187180	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"5q"	2	1	134121897	134121897	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"6p"	3	1	58437059	58437059	1	"GAIN"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"6q"	3	1	111968907	111968907	1	"GAIN"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"7p"	2	1	56381831	56381831	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"7q"	2	1	100573619	100573619	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"8p"	2	1	43273930	43273930	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"8q"	2	1	102347563	102347563	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"9p"	2	1	46945911	46945911	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"9q"	2	1	92452921	92452921	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"10p"	2	1	37744888	37744888	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"10q"	2	1	95926515	95926515	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"11p"	0	0	51319091	51319091	1	"HOMDEL"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"11q"	0	0	81851612	81851612	1	"HOMDEL"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"12p"	3	1	34462082	34462082	1	"GAIN"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"12q"	3	1	98407356	98407356	1	"GAIN"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"13q"	0	0	93122305	93122305	1	"HOMDEL"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"14q"	2	1	86418708	86418708	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"15q"	2	1	80605896	80605896	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"16p"	2	1	35220801	35220801	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"16q"	2	1	54547249	54547249	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"17p"	2	1	22148337	22148337	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"17q"	2	1	58520018	58520018	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"18p"	0	0	14736598	14736598	1	"HOMDEL"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"18q"	0	0	59002562	59002562	1	"HOMDEL"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"19p"	3	1	23475082	23475082	1	"GAIN"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"19q"	3	1	34414568	34414568	1	"GAIN"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"20p"	2	1	26023869	26023869	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"20q"	2	1	36311081	36311081	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"21q"	2	1	34964821	34964821	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"22q"	2	1	34009465	34009465	1	"DIPLOID"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"23p"	2	0	58180912	58180912	1	"CNLOH"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"23q"	2	0	94232438	94232438	1	"CNLOH"	FALSE	0.28624408223243	7	"02-IM6_P-0034632-N01-IM6/coun"
"1p"	2	1	120534144	120534144	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"1q"	2	1	125135116	125135116	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"2p"	2	1	87764271	87764271	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"2q"	2	1	150656153	150656153	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"3p"	2	1	89054982	89054982	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"3q"	2	1	106857923	106857923	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"4p"	2	1	48257567	48257567	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"4q"	2	1	140602433	140602433	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"5p"	2	1	46187154	46187154	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"5q"	2	1	134121927	134121927	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"6p"	2	1	58437066	58437066	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"6q"	2	1	111968934	111968934	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"7p"	2	1	56381791	56381791	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"7q"	2	1	100396919	100396919	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"8p"	2	1	43273930	43273930	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"8q"	2	1	101904163	101904163	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"9p"	2	1	46945819	46945819	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"9q"	2	1	92452921	92452921	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"10p"	2	1	37744888	37744888	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"10q"	2	1	95926531	95926531	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"11p"	2	1	51319102	51319102	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"11q"	2	1	81851612	81851612	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"12p"	3	1	34462297	34462297	1	"GAIN"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"12q"	3	1	98407356	98407356	1	"GAIN"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"13q"	2	1	93122074	93122074	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"14q"	2	1	86418655	86418655	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"15q"	2	1	79373341	79373341	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"16p"	2	1	35220729	35220729	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"16q"	2	1	54547299	54547299	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"17p"	2	1	22148406	22148406	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"17q"	2	1	58520211	58520211	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"18p"	2	1	14736598	14736598	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"18q"	2	1	59002457	59002457	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"19p"	2	1	23474882	23474882	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"19q"	2	1	33606668	33606668	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"20p"	2	1	26023719	26023719	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"20q"	2	1	36311081	36311081	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"21q"	1	0	34372721	34372721	1	"HETLOSS"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"22q"	2	1	34009462	34009462	1	"DIPLOID"	FALSE	0.11809684783191	7	"02-IM6_P-0038369-N01-IM6/coun"
"1p"	2	1	120534184	120534184	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"1q"	2	1	125135066	125135066	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"2p"	2	1	87764421	87764421	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"2q"	2	1	150656187	150656187	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"3p"	2	1	89055154	89055154	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"3q"	2	1	106857946	106857946	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"4p"	3	1	48257567	48257567	1	"GAIN"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"4q"	3	1	140602433	140602433	1	"GAIN"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"5p"	2	1	38753547	46186938	0.84	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"6p"	2	1	58437059	58437059	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"7p"	3	1	56381781	56381781	1	"GAIN"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"7q"	3	1	100573675	100573675	1	"GAIN"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"8p"	1	0	43273930	43273930	1	"HETLOSS"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"8q"	5	2	90818950	102344400	0.89	"AMP"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"9q"	2	1	92452921	92452921	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"10p"	2	1	37744888	37744888	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"10q"	2	1	95926415	95926415	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"11p"	2	1	51319091	51319091	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"12p"	2	1	34462297	34462297	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"12q"	2	1	86582306	98407164	0.88	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"13q"	2	1	93122241	93122241	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"14q"	2	1	86418750	86418750	1	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
"16p"	2	1	34988051	35220684	0.99	"DIPLOID"	FALSE	0.349405282804311	7	"03-IM6_P-0034632-N01-IM6/coun"
