"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"1q"	3	1	124555966	124555966	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"2p"	3	1	87764304	87764304	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"3p"	3	0	89055054	89055054	1	"CNLOH BEFORE & LOSS"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"3q"	3	0	106857226	106857226	1	"CNLOH BEFORE & LOSS"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"4p"	2	1	48257537	48257537	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"4q"	2	1	140602483	140602483	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"5p"	5	2	46187191	46187191	1	"GAIN"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"5q"	2	1	111502656	120886113	0.92	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"6p"	3	1	58436816	58436816	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"7p"	3	1	57723581	57723581	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"7q"	3	1	100573678	100573678	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"8p"	3	1	43273798	43273798	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"8q"	3	1	102347574	102347574	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"9p"	3	1	46945819	46945819	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"10p"	2	1	37744763	37744763	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"10q"	2	1	95926464	95926464	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"11p"	2	0	51319115	51319115	1	"LOSS BEFORE"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"11q"	2	0	81851545	81851545	1	"LOSS BEFORE"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"12p"	5	1	31555776	34461820	0.92	"LOSS & GAIN"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"14q"	3	1	86418578	86418578	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"15q"	3	1	80605594	80605594	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"16p"	2	1	35220760	35220760	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"16q"	2	1	54547249	54547249	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"17p"	3	1	22148456	22148456	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"17q"	3	1	58520094	58520094	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"18p"	3	1	14736448	14736448	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"18q"	3	1	59002602	59002602	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"19p"	3	1	23474782	23474782	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"19q"	3	1	34414577	34414577	1	"LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"20p"	5	2	26023705	26023705	1	"GAIN"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"20q"	5	2	36553131	36553131	1	"GAIN"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"21q"	2	1	34964871	34964871	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"22q"	2	1	34009362	34009362	1	"DOUBLE LOSS AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"23p"	1	0	58180962	58180962	1	"LOSS BEFORE & AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"23q"	1	0	8133438	8133438	1	"LOSS BEFORE & AFTER"	TRUE	1	7	"01-IM6_P-0025469-N01-IM6/coun"
"1p"	5	2	119047281	119047281	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"1q"	5	2	105416408	120988312	0.87	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"2p"	5	2	87609082	87609082	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"2q"	5	2	150474929	150474929	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"3p"	5	2	89054982	89054982	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"3q"	5	2	106846296	106846296	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"4p"	4	2	48257467	48257467	1	"TETRAPLOID"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"4q"	4	2	140602291	140602291	1	"TETRAPLOID"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"5p"	5	2	46187141	46187141	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"5q"	5	2	129791741	131768541	0.98	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"6p"	5	2	58436991	58436991	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"7p"	5	2	56381732	56381732	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"7q"	5	2	100396769	100396769	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"8p"	5	2	43273584	43273584	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"8q"	5	2	101904113	101904113	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"9p"	5	2	46945699	46945699	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"9q"	5	2	92452821	92452821	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"10p"	4	1	37744888	37744888	1	"CNLOH AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"10q"	4	1	94944215	94944215	1	"CNLOH AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"11p"	5	2	51111505	51111505	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"11q"	5	2	81851471	81851471	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"12p"	5	0	22834694	23192173	0.98	"CNLOH BEFORE & GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"12q"	5	2	86308736	97888155	0.88	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"13q"	5	2	91717612	91717612	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"14q"	5	2	86418524	86418524	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"15q"	5	2	54858053	54956481	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"16p"	3	1	35220651	35220651	1	"LOSS AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"16q"	3	1	54547206	54547206	1	"LOSS AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"17p"	5	2	22148337	22148337	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"17q"	5	2	48996062	55185687	0.89	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"18p"	5	2	14736548	14736548	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"18q"	5	2	58926401	58926401	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"19p"	5	2	23474761	23474761	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"19q"	5	2	33606387	33606387	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"20p"	5	2	26023669	26023669	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"20q"	5	2	34056531	34056531	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"21q"	4	1	2794368	2794368	1	"CNLOH AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"22q"	5	2	33024853	33024853	1	"GAIN"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"23p"	1	0	58180912	58180912	1	"LOSS BEFORE & AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"23q"	1	0	91292738	91292738	1	"LOSS BEFORE & AFTER"	TRUE	0.935169557894917	7	"01-IM5_P-0003616-N01-IM5/coun"
"1p"	2	1	119047281	119047281	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"1q"	2	1	105422184	120987989	0.87	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"2p"	2	1	87609082	87609082	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"2q"	2	1	150474879	150474879	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"3p"	2	1	89054982	89054982	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"3q"	2	1	106846296	106846296	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"4p"	2	1	48257467	48257467	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"4q"	2	1	140602333	140602333	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"5p"	2	1	46187180	46187180	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"5q"	2	1	131256555	134089247	0.98	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"6p"	2	1	54242650	54296329	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"7p"	2	1	56381681	56381681	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"7q"	3	1	93729550	99073677	0.95	"GAIN"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"8p"	2	1	43273637	43273637	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"8q"	2	1	101903963	101903963	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"9p"	2	1	46945819	46945819	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"9q"	2	1	92452821	92452821	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"10p"	0	0	37744888	37744888	1	"HOMDEL"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"10q"	2	1	90592520	94942385	0.95	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"11p"	2	1	51111609	51111609	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"11q"	2	1	81851471	81851471	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"12p"	2	0	23192516	23192516	1	"CNLOH"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"12q"	2	1	86747936	98190092	0.88	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"13q"	2	1	91717732	91717732	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"14q"	2	1	86418583	86418583	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"15q"	2	1	54857816	55067749	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"16p"	2	1	35220758	35220758	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"16q"	2	1	54547206	54547206	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"17p"	2	1	22148337	22148337	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"17q"	2	1	51018058	55141839	0.93	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"18p"	2	1	14736598	14736598	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"18q"	2	1	58926401	58926401	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"19p"	2	1	23474745	23474745	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"19q"	2	1	33606387	33606387	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"20p"	2	1	26023778	26023778	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"20q"	2	1	36310681	36310681	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"22q"	2	1	33024709	33024709	1	"DIPLOID"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"23p"	1	0	58180862	58180862	1	"HETLOSS"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"23q"	1	0	91292688	91292688	1	"HETLOSS"	FALSE	0.173728423808331	7	"02-IM5_P-0003616-N01-IM5/coun"
"1p"	5	2	120534257	120534257	1	"GAIN"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"1q"	5	2	125135116	125135116	1	"GAIN"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"2p"	2	1	67564750	81090707	0.83	"DOUBLE LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"2q"	3	1	132929300	149226579	0.89	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"3p"	3	1	89054982	89054982	1	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"4p"	4	2	48257567	48257567	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"4q"	4	2	140602483	140602483	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"5p"	4	2	46187154	46187154	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"5q"	4	2	127604398	127604398	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"6p"	3	1	58436843	58436843	1	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"7p"	4	2	57723586	57723586	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"7q"	4	2	100573678	100573678	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"8p"	1	0	36572491	41552828	0.88	"LOSS BEFORE & AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"8q"	4	2	84189505	99294624	0.85	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"9p"	3	1	46945879	46945879	1	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"9q"	3	1	89181120	92452670	0.96	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"10p"	3	1	37744888	37744888	1	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"10q"	3	1	86580396	86580396	1	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"11p"	4	2	51319091	51319091	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"11q"	4	2	81851530	81851530	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"12p"	3	1	21170878	24196340	0.87	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"13q"	2	0	93122065	93122065	1	"LOSS BEFORE"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"15q"	2	0	80605835	80605835	1	"LOSS BEFORE"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"16p"	4	2	35124621	35124621	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"17p"	4	2	13879807	13879807	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"17q"	4	2	58520144	58520144	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"18p"	4	2	14736538	14736538	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"18q"	4	2	59002562	59002562	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"19p"	5	2	20591170	23163570	0.89	"GAIN"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"19q"	3	1	16061234	19117901	0.84	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"20p"	4	2	26023705	26023705	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"20q"	4	2	36311018	36311018	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"21q"	4	2	28529571	28529571	1	"TETRAPLOID"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"22q"	3	1	34043957	34043957	1	"LOSS AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"23p"	1	0	55334712	55334712	1	"LOSS BEFORE & AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"23q"	1	0	4206354	4206354	1	"LOSS BEFORE & AFTER"	TRUE	0.610283451150396	7	"02-IM6_P-0013358-N01-IM6/coun"
"1p"	2	1	119047281	119047281	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"2p"	2	1	57672100	57672100	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"2q"	2	1	150656187	150656187	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"3p"	2	1	89054982	89054982	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"3q"	2	1	99974734	99974734	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"4p"	2	1	48257617	48257617	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"4q"	2	1	140602483	140602483	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"5p"	2	1	46187191	46187191	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"5q"	2	1	134121927	134121927	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"6p"	2	1	46311666	53436552	0.87	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"6q"	2	1	112040632	112040632	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"7q"	2	1	89101112	97502955	0.91	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"8p"	1	0	38293400	38293400	1	"HETLOSS"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"8q"	3	1	88729350	88729350	1	"GAIN"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"9q"	2	1	92452821	92452821	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"10p"	2	1	37744954	37744954	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"11p"	2	1	51111609	51111609	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"11q"	2	1	81851445	81851445	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"12p"	2	1	34462082	34462082	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"12q"	2	1	88117656	91912506	0.96	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"14q"	2	1	86418500	86418500	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"15q"	2	1	80605685	80605685	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"16p"	3	1	30896259	30896259	1	"GAIN"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"16q"	1	0	17061961	17061961	1	"HETLOSS"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"17q"	2	1	58520094	58520094	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"18p"	2	1	13236267	13268717	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"18q"	2	1	59002486	59002486	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"19p"	2	1	23474982	23474982	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"19q"	2	1	33606518	33606518	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"20p"	2	1	26023819	26023819	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"20q"	2	1	36310981	36310981	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"21q"	2	1	30630971	31043878	0.99	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"22q"	2	1	34359446	34359446	1	"DIPLOID"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"23p"	1	0	9982556	9982556	1	"HETLOSS"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"23q"	1	0	55672188	55672188	1	"HETLOSS"	FALSE	0.235192504236009	7	"01-IM5_P-0013837-N01-IM5/coun"
"1p"	4	1	118834694	118834694	1	"CNLOH AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"2p"	3	1	87764371	87764371	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"2q"	3	1	150656284	150656284	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"3p"	4	1	89055013	89055013	1	"CNLOH AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"4p"	2	1	48257537	48257537	1	"DOUBLE LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"5p"	6	3	46187285	46187285	1	"AMP (BALANCED)"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"6p"	3	1	58437159	58437159	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"7p"	5	2	57723481	57723481	1	"GAIN"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"7q"	5	2	100573719	100573719	1	"GAIN"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"8p"	4	2	43273787	43273787	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"8q"	4	2	102347663	102347663	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"9p"	4	2	46945699	46945699	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"9q"	4	2	92452790	92452790	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"10p"	2	0	37744888	37744888	1	"LOSS BEFORE"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"10q"	2	0	95926382	95926382	1	"LOSS BEFORE"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"11p"	4	2	51319091	51319091	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"11q"	4	2	81851426	81851426	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"12p"	2	0	31562946	34008125	0.93	"LOSS BEFORE"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"12q"	3	1	98407356	98407356	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"13q"	3	1	93122117	93122117	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"14q"	3	1	86418700	86418700	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
